timestamp,electrode,s1,s2,s3,s4,s5,intuitive
1745103177293,2,1917,31687,-16217,30589,31960,0
1745103177322,0,10095,30782,759,10093,32129,0
1745103177323,1,-32717,3840,192,15109,-81,0
1745103177352,3,-18568,32152,-27017,10100,32669,0
1745103177353,2,-26756,31698,-23673,6009,31631,0
1745103177353,0,30573,31241,28263,1643,30427,0
1745103177354,1,512,-3938,-30097,-20432,2304,0
1745103177396,3,14201,-32378,30264,1924,31700,0
1745103177397,2,14203,31401,-18777,22395,31147,0
1745103177398,0,-30859,31518,-4361,-6278,30333,0
1745103177399,1,0,-13842,-97,-28684,-151,0
1745103177442,3,-10372,31111,-11481,22398,31415,0
1745103177442,2,-30855,31670,-27625,26488,31644,0
1745103177443,0,-22661,28751,32151,-6277,29791,0
1745103177457,1,0,0,-27904,768,-6284,0
1745103177487,3,-30855,29863,23591,-10374,31959,0
1745103177487,2,30586,31138,-24921,14202,30595,0
1745103177488,0,-18570,29343,-9450,18294,31713,0
1745103177489,1,0,512,11488,2048,-35,0
1745103177532,3,30586,31467,22103,-18569,31675,0
1745103177532,2,18299,31133,-27561,30586,31410,0
1745103177533,0,1908,30638,10839,-2192,-31786,0
1745103177534,1,28679,1024,2048,2560,-240,0
1745103177577,3,-6281,31683,21255,-18572,32445,0
1745103177577,2,-10373,31677,-25081,-10376,31124,0
1745103177578,0,26477,30579,10487,-6286,32647,0
1745103177579,1,0,1105,224,31753,-218,0
1745103177622,3,22389,30489,-26793,1911,-32622,0
1745103177622,2,6009,31386,-19721,26490,31923,0
1745103177623,0,18291,30220,-23081,-30860,32095,0
1745103177637,1,0,256,22560,1536,-21,0
1745103177667,3,18296,30817,-13625,-14470,31083,0
1745103177682,2,1914,31651,-18313,10107,31665,0
1745103177682,0,-10374,29539,32439,30585,30566,0
1745103177684,1,0,256,22080,1792,-177,0
1745103177727,3,-6278,29522,-29689,18299,31636,0
1745103177727,2,-22661,31405,-21017,6010,31644,0
1745103177728,0,-22657,28257,28071,-2182,32201,0
1745103177743,1,26111,80,7681,768,-6286,0
1745103177786,3,6269,32013,-15145,30846,31503,0
1745103177787,2,-14468,31944,-5977,-6275,31939,0
1745103177788,0,30846,32065,24487,-18310,-32763,0
1745103177789,1,8135,-3329,-8337,-4099,-210,0
1745103177817,3,18559,32282,-1817,-30592,-32726,0
1745103177817,2,18302,32223,-19881,1915,31694,0
1745103177818,0,1909,32748,-16521,1914,-32581,0
1745103177819,1,-8185,4864,-2708,-257,-79,0
1745103177862,3,-30859,-32287,23303,1905,-32597,0
1745103177862,2,10105,31935,-21369,-14472,31653,0
1745103177863,0,-2188,31582,-21337,18294,32411,0
1745103177864,1,0,1792,96,-1011,-122,0
1745103177907,3,-2188,30745,-20265,-22668,31313,0
1745103177907,2,-6279,31401,-25897,18297,31653,0
1745103177908,0,-18569,28677,12551,1909,30833,0
1745103177909,1,4128,3584,32,-29952,-236,0
1745103177952,3,14200,30300,-2681,1921,30857,0
1745103177952,2,-6279,32185,-11657,26492,31148,0
1745103177953,0,-10375,28968,27799,-6282,31347,0
1745103177955,1,0,0,-30976,1024,-2155,0
1745103177997,3,22397,30139,32487,6015,30956,0
1745103177997,2,-10374,31107,-16089,26490,31116,0
1745103177998,0,6011,29643,-2186,1909,30912,0
1745103178012,1,-769,3082,144,-16378,0,0
1745103178043,3,-1920,32283,-8521,-1924,-32215,0
1745103178057,2,14203,31416,-21017,14204,31421,0
1745103178057,0,-18566,32755,-13065,-22662,32757,0
1745103178059,1,-1,-687,-7713,20468,-5121,0
1745103178088,3,-30855,-31760,6664,30589,-32032,0
1745103178102,2,-2181,30903,-27145,10106,31123,0
1745103178102,0,-6276,32758,-2329,30588,-31772,0
1745103178103,1,11013,-105,10239,-20481,-184,0
1745103178147,3,30584,31861,4024,-10371,32439,0
1745103178147,2,-22664,31122,-27977,6009,31400,0
1745103178148,0,-14471,31823,8552,14207,30104,0
1745103178149,1,8,5632,8205,-257,-65,0
1745103178208,3,22394,32402,-13785,14200,31633,0
1745103178208,2,1914,31382,-21081,30586,31935,0
1745103178221,0,-10376,28713,14055,10103,31176,0
1745103178222,1,20552,3840,64,-9467,-53,0
1745103178236,3,26494,31405,-19881,-26754,31217,0
1745103178237,2,6008,31358,-15945,-14469,31665,0
1745103178238,0,-2177,29352,7543,-10370,30198,0
1745103178239,1,0,141,-12285,-8208,-4865,0
1745103178282,3,26491,30621,-27961,10368,31261,0
1745103178282,2,26491,31644,-12393,10109,31145,0
1745103178283,0,18292,29795,9655,-6282,31660,0
1745103178298,1,0,118,-6912,-8248,-3841,0
1745103178327,3,1913,31440,31943,22651,-31715,0
1745103178327,2,1913,31650,-18361,14204,30900,0
1745103178328,0,-2188,30067,10231,-22667,31919,0
1745103178329,1,-8191,2048,80,3354,-151,0
1745103178372,3,18295,31914,-29849,-1930,-32745,0
1745103178372,2,-26760,31673,-25049,-22663,31398,0
1745103178373,0,10096,30782,-27833,-26500,-32510,0
1745103178374,1,0,1371,48,-17395,-129,0
1745103178432,3,14199,31854,-9513,26488,-31822,0
1745103178432,2,-26760,31385,-24153,1912,31367,0
1745103178433,0,-18567,28170,-30249,-18568,31311,0
1745103178434,1,122,768,-24592,1024,-2427,0
1745103178462,3,-26756,30048,-20569,-2183,31361,0
1745103178507,2,30584,31385,-24809,-26759,31112,0
1745103178507,0,6013,29319,32471,-6278,31913,0
1745103178508,1,29417,217,-4352,1792,-202,0
1745103178522,3,-14466,30381,-27721,22400,30961,0
1745103178522,2,-6279,30829,-20553,-30854,30872,0
1745103178523,0,22397,30423,1879,26486,31999,0
1745103178525,1,-257,14565,240,-138,-3073,0
1745103178567,3,6011,30102,17943,6010,31485,0
1745103178567,2,-22663,31114,-24297,22395,31166,0
1745103178568,0,1906,30823,21879,-10380,-32283,0
1745103178582,1,0,119,-5888,12233,-2817,0
1745103178612,3,30578,30591,17063,10100,31397,0
1745103178612,2,22390,30064,12615,-2189,29516,0
1745103178613,0,26485,29239,-30633,10100,31843,0
1745103178614,1,24585,1792,96,-1011,-122,0
1745103178657,3,1914,32703,-27465,6001,-32660,0
1745103178659,2,-26763,29544,10967,-10379,31119,0
1745103178660,0,18299,31589,-16105,22394,31158,0
1745103178660,1,24557,-1312,24373,512,-6464,0
1745103178701,3,-18567,-32118,28584,-10368,32415,0
1745103178702,2,26487,31094,-26761,-10377,31100,0
1745103178702,0,26494,-32567,11352,-30588,31551,0
1745103178704,1,0,-14106,-17,28660,-143,0
1745103178747,3,-22661,31100,-5129,22400,32188,0
1745103178747,2,1915,31389,-17561,-2182,31126,0
1745103178748,0,1916,31209,22455,14203,32503,0
1745103178749,1,0,0,30976,1280,-365,0
1745103178792,3,22397,30662,-27001,10370,32611,0
1745103178792,2,30586,30870,-27097,-18566,30625,0
1745103178806,0,-18571,30877,26439,-22409,-31733,0
1745103178807,1,-32762,35,96,-16479,-2561,0
1745103178838,3,-10119,31747,20135,-18309,32555,0
1745103178852,2,-2183,31141,-30009,-10375,31418,0
1745103178852,0,-6284,30502,27063,-26762,31641,0
1745103178854,1,-16377,68,20992,-28743,-3329,0
1745103178897,3,30581,31668,-25897,-1928,-31469,0
1745103178897,2,22394,31935,-20713,-14469,32224,0
1745103178898,0,-10378,30006,27479,-30859,31890,0
1745103178900,1,-32679,3840,240,3088,-241,0
1745103178942,3,22388,-31619,8376,-10377,32362,0
1745103178942,2,-6278,32189,-14697,22395,32199,0
1745103178943,0,18300,31400,-1721,30595,31721,0
1745103178945,1,0,-19413,-1,-16398,-3101,0
1745103178987,3,10106,31063,10872,-22652,30884,0
1745103178987,2,-26756,32464,-3993,-18563,32200,0
1745103178988,0,-6278,30396,-19897,-2174,31453,0
1745103178989,1,-8187,3584,-29092,-1,-2999,0
1745103179031,3,-14464,30869,5480,-1913,30729,0
1745103179032,2,10110,31681,-6969,6015,31955,0
1745103179033,0,-22665,30880,-24025,22659,32337,0
1745103179034,1,0,121,-28667,-4,-1591,0
1745103179076,3,-10108,29700,16919,26752,32380,0
1745103179077,2,-26754,31971,-16825,26493,31966,0
1745103179078,0,14205,31982,-32473,22651,32537,0
1745103179079,1,16393,1536,128,-24727,-92,0
1745103179122,3,30841,-32395,19271,10358,-31951,0
1745103179122,2,26494,32250,-16393,-6276,32508,0
1745103179123,0,-22401,-32233,7848,-14209,-31739,0
1745103179124,1,-24631,-3329,-4753,-4104,-106,0
1745103179168,3,1913,32672,-13065,-6283,-31283,0
1745103179169,2,-2181,32215,-15177,30587,32462,0
1745103179169,0,26490,30288,-18889,14206,31933,0
1745103179182,1,16515,0,29191,-1,-228,0
1745103179212,3,1906,32538,-25720,30590,31271,0
1745103179226,2,22395,32443,-4009,-6275,32471,0
1745103179227,0,10104,30820,-12409,-10374,32189,0
1745103179229,1,0,-23040,-129,16373,-169,0
1745103179272,3,-30852,29478,-13689,1920,29546,0
1745103179272,2,30589,31670,-9993,10108,31124,0
1745103179273,0,-22667,29805,22311,2174,32285,0
1745103179288,1,0,96,17152,-24649,-2817,0
1745103179316,3,14212,28567,23975,14470,30845,0
1745103179317,2,1918,31429,-15753,6014,31440,0
1745103179318,0,22385,30024,7767,18292,32185,0
1745103179332,1,-20472,533,144,-20598,-4097,0
1745103179377,3,22656,31052,5127,-6027,32527,0
1745103179377,2,-6277,31421,-24841,-22662,31167,0
1745103179378,0,-10119,31489,17927,30577,30791,0
1745103179392,1,-24695,-5633,-12798,3328,-1778,0
1745103179421,3,-6291,-32610,32023,30578,-32398,0
1745103179422,2,-22663,32195,-20985,6010,31926,0
1745103179423,0,1905,29965,-27417,18294,29223,0
1745103179424,1,256,-13019,-97,20462,-38,0
1745103179451,3,-14481,32557,312,1910,32318,0
1745103179452,2,18298,32197,-13945,-10374,31926,0
1745103179453,0,14200,29767,-18153,-18563,31170,0
1745103179454,1,-20473,4608,-10724,-257,-41,0
1745103179496,3,18296,30228,13400,-22654,31413,0
1745103179497,2,10108,31665,-11065,18300,31664,0
1745103179498,0,6006,30079,-32729,10107,31694,0
1745103179512,1,24583,3584,-29620,-1,-2489,0
1745103179541,3,-26753,28793,-30409,-26492,30737,0
1745103179543,2,-6276,31671,-12537,-18563,31430,0
1745103179557,0,18296,30892,18087,22652,32575,0
1745103179558,1,0,118,-8448,28616,-2817,0
1745103179602,3,-1923,30506,1591,30840,32286,0
1745103179602,2,-10370,31453,-19401,-10371,31973,0
1745103179603,0,22393,32457,21111,-6286,-32599,0
1745103179617,1,-1009,-57,24274,2816,-178,0
1745103179647,3,22388,-32009,21447,-14217,-30849,0
1745103179647,2,26490,31936,-16105,26492,32220,0
1745103179648,0,6007,31619,-18121,-6274,-31751,0
1745103179649,1,0,184,-28672,-24640,-3329,0
1745103179706,3,26485,-30767,13096,30586,-30753,0
1745103179707,2,26490,32194,-11609,-2181,32196,0
1745103179708,0,18301,32696,11304,18564,32315,0
1745103179709,1,-24516,15616,-25794,-1,-2968,0
1745103179736,3,-26756,32337,18824,1920,32453,0
1745103179737,2,10107,31914,-15065,22394,31640,0
1745103179738,0,-26490,-30867,-29208,6278,-32192,0
1745103179739,1,-1,-452,-16593,-5,-3359,0
1745103179782,3,30596,31387,27976,22406,29061,0
1745103179782,2,-26755,31669,-8249,-30851,31413,0
1745103179783,0,-26755,32468,-2505,2176,31762,0
1745103179784,1,-1,-730,-11009,-10,-560,0
1745103179827,3,6270,29967,19191,14464,32086,0
1745103179827,2,-10373,31421,-18729,18301,31698,0
1745103179828,0,14196,31629,-21145,10363,-32752,0
1745103179842,1,0,1792,96,-17394,-250,0
1745103179871,3,-6018,32610,15543,30839,-31395,0
1745103179872,2,26492,31696,-25049,-30853,31694,0
1745103179873,0,26492,32184,-14329,-14475,32379,0
1745103179874,1,-20558,-1793,29188,3328,-198,0
1745103179917,3,-18573,-30747,-10745,-14473,-32028,0
1745103179932,2,-26758,31948,-22873,-2183,32192,0
1745103179932,0,6012,31357,-13481,-6276,30414,0
1745103179933,1,768,-3881,-17,24562,-80,0
1745103179962,3,-22667,-32443,24648,-2182,32600,0
1745103179976,2,18298,32187,-10521,18299,32183,0
1745103179977,0,-18569,31881,-14265,22395,32201,0
1745103179978,1,0,-14106,-1,28658,-3073,0
1745103180021,3,6016,30036,1048,30591,28169,0
1745103180022,2,6013,31928,-8681,26493,31666,0
1745103180022,0,-30859,29042,2215,-6285,30573,0
1745103180024,1,-257,13397,32,-32759,0,0
1745103180066,3,-6268,29635,-31225,-26493,30029,0
1745103180067,2,-18563,31413,-17529,-26755,31444,0
1745103180067,0,18297,31655,29495,26485,31924,0
1745103180069,1,-1,-1438,-11777,-16397,-20737,0
1745103180112,3,2174,31295,3095,-1924,31839,0
1745103180112,2,22397,31704,-20057,6013,31966,0
1745103180113,0,18290,32682,-19065,-22662,31680,0
1745103180142,1,-1011,-122,12287,-12293,-131,0
1745103180157,3,-18316,-31732,30199,-30862,-31495,0
1745103180157,2,-18565,32226,-17161,-30853,32215,0
1745103180158,0,-2189,31580,-22553,-14473,31098,0
1745103180159,1,0,-13841,-81,4081,-117,0
1745103180201,3,30573,-31921,15352,-14474,-32132,0
1745103180202,2,-18568,31649,-20521,-2184,31639,0
1745103180203,0,18295,30017,-19337,30589,32469,0
1745103180217,1,0,1024,176,2560,-139,0
1745103180247,3,-2441,30421,14264,10111,30794,0
1745103180247,2,10106,31632,-10921,-18565,31385,0
1745103180248,0,22393,28726,23255,14200,32411,0
1745103180249,1,200,249,-5376,0,-14867,0
1745103180292,3,-14462,29328,-5865,-14199,29456,0
1745103180292,2,-30852,30879,-21817,-26757,30616,0
1745103180293,0,18297,31355,-4105,-6277,-32562,0
1745103180307,1,24584,5376,14221,-1,-12801,0
1745103180352,3,2176,29736,8951,-14208,31308,0
1745103180352,2,-18564,31171,-25401,-14469,31162,0
1745103180353,0,-6024,32260,-3689,6014,31919,0
1745103180354,1,-5105,-84,16895,20472,-1555,0
1745103180396,3,-10125,-31988,14647,-14224,-32758,0
1745103180397,2,6010,31687,-27001,-30855,31405,0
1745103180398,0,-10380,32648,-3225,-18563,30649,0
1745103180399,1,768,-5322,-17,-8203,-171,0
1745103180441,3,-14481,-30792,3864,-26767,-31376,0
1745103180442,2,-2183,32192,-13577,30586,31936,0
1745103180442,0,18299,30327,-29273,14199,31643,0
1745103180444,1,-12280,15616,3407,-257,-38,0
1745103180486,3,-10375,32031,20184,9851,30705,0
1745103180501,2,-30853,31914,-8025,14204,31914,0
1745103180502,0,10112,30698,-23465,-6276,31096,0
1745103180503,1,20413,-4353,-241,-8063,18176,0
1745103180532,3,18306,30085,3736,14215,29860,0
1745103180532,2,18301,31660,-8537,-26756,31403,0
1745103180533,0,14198,32148,-4809,-6274,31700,0
1745103180534,1,5,2560,12700,-1,-219,0
1745103180577,3,-6265,28885,27783,26753,32326,0
1745103180577,2,18302,31434,-19529,18300,31689,0
1745103180578,0,-6282,30838,-27305,-14475,-31524,0
1745103180579,1,16392,0,31744,1280,-1515,0
1745103180622,3,-1925,31585,5111,-10119,-31090,0
1745103180622,2,-30852,31691,-27113,26490,32208,0
1745103180623,0,18296,31904,-15993,22392,31927,0
1745103180637,1,-32759,1536,112,11015,-30,0
1745103180667,3,10096,-31834,-28233,-10125,-30181,0
1745103180681,2,-6279,31946,-20537,14202,31933,0
1745103180682,0,22393,30809,-17273,30845,-31726,0
1745103180683,1,0,1792,96,-1011,-122,0
1745103180712,3,22386,31747,-3577,-18570,32582,0
1745103180727,2,26489,31649,-21865,-26759,31656,0
1745103180727,0,-10370,29006,-29337,-22659,31103,0
1745103180729,1,-24474,1280,31792,0,-13571,0
1745103180771,3,-10371,29504,5528,-18557,30059,0
1745103180772,2,-18566,31115,-18105,-2182,31377,0
1745103180773,0,-14470,29376,9367,30588,30959,0
1745103180787,1,-1281,253,-26367,-8227,-3329,0
1745103180816,3,-2173,29383,-29145,10373,30013,0
1745103180817,2,-14468,31413,-15657,10109,31164,0
1745103180832,0,-6285,31661,-31705,14459,-30932,0
1745103180833,1,0,133,-26623,12246,-2817,0
1745103180861,3,-6021,30995,13895,18562,-32577,0
1745103180862,2,14205,31953,-14969,-2179,31975,0
1745103180863,0,-10384,31285,-17065,10364,32514,0
1745103180864,1,24583,92,-8448,28616,-3329,0
1745103180922,3,-10385,31888,15895,-18575,-31236,0
1745103180922,2,14202,31941,-24537,-22662,31953,0
1745103180923,0,1651,29429,-26537,-26760,30860,0
1745103180924,1,0,1401,0,-5110,-199,0
1745103180951,3,14193,31569,-26169,14193,32565,0
1745103180952,2,-26758,31932,-16713,14203,31934,0
1745103180953,0,5745,27027,4007,18295,30863,0
1745103180954,1,12343,2304,19680,1536,-202,0
1745103180997,3,-6539,29384,-7193,-30854,30509,0
1745103180997,2,-6278,31655,-17049,30587,31657,0
1745103180998,0,-2189,28986,8087,6010,30915,0
1745103181012,1,-8115,2816,13328,2048,-237,0
1745103181056,3,22395,27923,30711,30588,29859,0
1745103181057,2,-10374,31126,-22761,30587,31400,0
1745103181058,0,18287,30865,7671,-10383,-32573,0
1745103181059,1,0,1536,48,23301,-88,0
1745103181088,3,-18570,29583,8167,-1927,31499,0
1745103181102,2,-14470,31146,-26009,30588,31702,0
1745103181102,0,1904,31870,25479,14192,-32646,0
1745103181103,1,24577,1792,64,-5108,-150,0
1745103181147,3,6004,31674,9767,6261,-32502,0
1745103181147,2,6011,31684,-23673,-6278,32211,0
1745103181148,0,26481,31012,-26857,1908,31560,0
1745103181149,1,16431,4096,16,15112,-17,0
1745103181191,3,22386,-32644,-12025,-22669,-32162,0
1745103181192,2,22393,31923,-20377,-26758,31934,0
1745103181193,0,26493,29218,-19753,22397,30612,0
1745103181207,1,-12116,50,-12032,256,-12750,0
1745103181236,3,-6282,31821,1080,-10374,31612,0
1745103181237,2,-22662,31657,-19865,-10375,31652,0
